lga_code,lga_name,area_sqkm,mode,has_service,mode_count,n_stops,n_routes,n_trips,n_stop_events,weekday_stop_events,weekend_stop_events,first_service_hour,last_service_hour,service_span_hours,stop_density,route_density,events_per_stop,weekend_weekday_ratio,coverage_gap,frequency_gap,service_gap,weekend_weekday_gap,mode_diversity_gap,overall_score
22980,Hindmarsh,7524.1823,All,TRUE,1,11,4,127,241,142,99,4.4,24.25,19.85,0.0014619528822421009,5.316192299062185e-4,21.90909090909091,0.6971830985915493,99.98031206119165,68.96692474746833,51.272455089820355,30.281690140845075,66.66666666666667,67.03355374125582
22980,Hindmarsh,7524.1823,Bus,TRUE,1,11,4,127,241,142,99,4.4,24.25,19.85,0.0014619528822421009,5.316192299062185e-4,21.90909090909091,0.6971830985915493,99.97819343552992,67.3841920359503,51.272455089820355,30.281690140845075,66.66666666666667,66.63734090696089
22980,Hindmarsh,7524.1823,Train,FALSE,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,100,100,100,100,66.66666666666667,100
22980,Hindmarsh,7524.1823,Tram,FALSE,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,100,100,100,100,66.66666666666667,100
23110,Hobsons Bay,64.2405,All,TRUE,2,450,22,12771,191565,128783,62782,1.1166666666666667,27.55,26.433333333333334,7.004926798514956,0.3424630879273978,425.7,0.4875022324375112,29.784512043393953,25.951403317690133,21.706586826347316,51.24977675624889,33.333333333333336,30.962762718977817
23110,Hobsons Bay,64.2405,Bus,TRUE,2,427,19,8289,170399,115695,54704,1.1166666666666667,26.666666666666668,25.55,6.646897206590858,0.29576357593729813,399.0608899297424,0.47282942218764856,23.94014252129807,23.17134456894954,25.673652694610784,52.71705778123514,33.333333333333336,29.82016097866933
23110,Hobsons Bay,64.2405,Train,TRUE,2,23,3,4482,21166,13088,8078,3.05,27.55,24.5,0.3580295919240977,0.0466995119900997,920.2608695652174,0.6172066014669927,69.24144814598128,8.681193509945803,0.9433962264150981,38.27933985330073,33.333333333333336,30.4112406372599
23110,Hobsons Bay,64.2405,Tram,FALSE,2,0,0,0,0,0,0,NA,NA,0,0,0,0,0,100,100,100,100,33.333333333333336,100
23190,Horsham,4266.769,All,TRUE,1,135,15,346,2362,1747,615,4.683333333333334,23.566666666666666,18.883333333333333,0.031639866137585605,0.003515540681953956,17.496296296296297,0.35203205495134515,98.97769995250651,72.11399055225826,55.61377245508983,64.79679450486549,66.66666666666667,73.61519629293898
23190,Horsham,4266.769,Bus,TRUE,1,135,15,346,2362,1747,615,4.683333333333334,23.566666666666666,18.883333333333333,0.031639866137585605,0.003515540681953956,17.496296296296297,0.35203205495134515,98.86768990342546,70.69176284883268,55.61377245508983,64.79679450486549,66.66666666666667,73.23213685481232
23190,Horsham,4266.769,Train,FALSE,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,100,100,100,100,66.66666666666667,100
23190,Horsham,4266.769,Tram,FALSE,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,100,100,100,100,66.66666666666667,100
23270,Hume,503.8488,All,TRUE,2,1056,54,25871,454598,265280,194685,2.75,31.333333333333332,28.583333333333332,2.0958668552946835,0.10717500964575087,430.4905303030303,0.7338849517490953,61.866381454455286,25.78719282238692,12.05089820359283,26.61150482509047,33.333333333333336,33.31529893369269
